ID;BIRTHDATE;AGE;SSN;DRIVERS;PASSPORT;PREFIX;SUFFIX;MAIDEN;MARITAL;GENDER;ADDRESS;DESCRIPTION
35a8ed5a-1d09-4376-8a56-7665343b8529;1996-08-13;28;999-61-3883;S99943386;X24088169X;Mr.;;;;M;6160 Durward Rest Bourne MA 02559 US;Acute viral pharyngitis (disorder)
f36d75c8-7fba-4c94-ad45-ce3b5a173e69;1942-02-19;82;999-63-8497;S99945029;X82391101X;Ms.;;;S;F;936 Gerlach Parks Suite 157 Provincetown MA 02657 US;Prediabetes
964273ad-81cb-4650-8597-5875a14f1fb7;1991-05-15;33;999-79-2195;S99978851;X45127509X;Ms.;;;;F;2074 Kasey Tunnel Bourne MA 02532 US;Perennial allergic rhinitis
139751a5-0ef5-4e83-9ecb-78510d9a8330;1941-10-01;70;999-94-6002;S99927884;X79215184X;Mr.;;;M;M;507 Orn Ford Suite 275 Falmouth MA 02540 US;Hypertension
ece88a3a-42f4-4d2c-a90a-6d85cd2aa17d;2000-10-23;24;999-42-8214;S99925654;;;;;;F;38919 Amie Springs Suite 585 Bourne MA 02532 US;Facial laceration
9e41b7a9-aeeb-4670-8815-343181a186f5;1960-04-15;64;999-78-9800;S99917105;false;Mrs.;;Fisher354;M;F;481 Hammes Forest Suite 564 Harwich MA 02645 US;Acute viral pharyngitis (disorder)
05187231-c302-45e6-84c6-38215d3c4e60;1993-08-01;31;999-32-1375;S99920371;X51833761X;Ms.;;;;F;58787 Elwin Skyway Suite 941 Falmouth MA 02543 US;Viral sinusitis (disorder)
2d9df60c-26f3-45a8-90fc-284283f5f16d;1979-06-19;45;999-69-4270;S99999443;false;Ms.;;;S;F;320 Ophelia Stravenue Apt. 106 Barnstable MA 02630 US;Acute viral pharyngitis (disorder)
cb82c27a-170d-44e1-a8d5-59fbb82c8513;1956-09-20;68;999-74-2199;S99982186;X45308244X;Mr.;;;M;M;253 Omari Summit Falmouth MA 02543 US;Prediabetes
6da08f96-0e7f-4ccc-9bcc-a2b824f1ab91;1938-04-27;86;999-87-7397;S99946470;X37573034X;Mr.;;;M;M;440 Birdie Lake Suite 344 Mashpee MA 02649 US;Acute viral pharyngitis (disorder)
b8f4c5da-2b34-412f-8fd7-b9154e9fcc82;1963-05-14;61;999-86-5453;S99938921;X80970972X;Mrs.;;Pouros815;M;F;8705 Tyrese Branch Bourne MA 02559 US;Viral sinusitis (disorder)
1ab2b37a-7e47-4cdf-9ac5-c3026ad055a7;1954-07-10;48;999-78-8335;S99944465;X19492041X;Mrs.;;McDermott490;M;F;51764 Dillan Prairie Bourne MA 02559 US;Prediabetes
d7d96899-641b-4206-81a6-73e9bfb186e6;1952-10-17;72;999-96-5418;S99973481;X24580568X;Mrs.;;Keebler235;M;F;99478 Brady Burg Bourne MA 02559 US;Perennial allergic rhinitis
ed789550-9604-41e0-8458-1bd5c6349d8a;1997-08-09;27;999-62-6873;S99969936;;Ms.;;;;F;3874 Lois Radial Harwich MA 02645 US;Sprain of ankle
36bf7915-302d-4286-83b9-3264f36befdb;1935-03-23;80;999-31-9465;S99924549;X34046892X;Mr.;;;S;M;661 Scot Falls Mashpee MA 02649 US;Prediabetes
b9762d64-81c0-49a9-b30e-07da052e6c0c;1971-06-06;53;999-98-2764;S99928858;X21296618X;Ms.;;;S;F;419 McKenzie Orchard Bourne MA 02559 US;Viral sinusitis (disorder)
38e951c6-ede5-4ba1-886a-ad3c371e9d95;1979-05-23;45;999-58-7185;S99956615;false;Mr.;;;M;M;462 McDermott Mission Barnstable MA 02630 US;Viral sinusitis (disorder)
11d34079-9304-4659-87e1-5b306b44db09;1965-09-09;59;999-93-1584;S99961212;false;Mrs.;;Kessler674;M;F;503 Ettie Ramp Provincetown MA 02657 US;Prediabetes
86f4d3a6-d55d-4354-aa52-298b249db564;2014-07-10;10;999-19-9646;;;;;;;F;88981 Mayer Ville Apt. 883 Barnstable MA 02630 US;Otitis media
66145632-fcc5-4176-8cfc-a4faaa718730;1981-12-22;43;999-92-4481;S99933936;X42055497X;Ms.;;;S;F;5017 Reinger Parks Falmouth MA 02540 US;Prediabetes
b961d0e6-ed7a-4701-b82b-4ba27e91fbf1;1960-03-19;64;999-41-1714;S99921879;X13997034X;Mrs.;;Friesen949;M;F;860 Carter Summit Suite 350 Provincetown MA 02657 US;Chronic sinusitis (disorder)
4e3dec98-cb56-4e16-985c-bf3b73ab4b1f;2007-01-06;17;999-91-8355;;;;;;;F;590 Vince Inlet Provincetown MA 02657 US;Viral sinusitis (disorder)
4d776cbe-1e7a-460d-b159-f8fa47887c26;2011-04-03;13;999-64-3306;;;;;;;M;8475 Bartell Club Apt. 776 Falmouth MA 02543 US;Otitis media
51eefc85-fadf-46a9-bca7-bc1758d01052;1975-02-09;49;999-70-1942;S99996433;X52651038X;Mr.;;;M;M;644 Skiles Radial Suite 256 Harwich MA 02645 US;Concussion with loss of consciousness
e9b4afd5-6f94-43ce-b711-99f890c5cef4;1941-10-23;83;999-57-9363;S99989159;X68428815X;Mr.;;;S;M;1236 Langosh Islands Apt. 263 Falmouth MA 02541 US;Chronic sinusitis (disorder)
3182f089-3d34-4461-902a-a94a2db7aa9d;1991-10-31;33;999-54-5472;S99941659;X87485046X;Mr.;;;;M;142 Harvey Viaduct Apt. 690 Bourne MA 02559 US;Viral sinusitis (disorder)
017d959f-9e0b-4274-aecd-a74dae7e1276;1948-07-06;76;999-73-8977;S99996390;X19612285X;Mrs.;;Crooks128;M;F;65574 Jayda Pines Bourne MA 02559 US;Chronic sinusitis (disorder)
2186deae-41eb-4244-9029-f17777034dde;1959-12-03;49;999-81-5051;S99950245;X84105695X;Mr.;;;M;M;1614 Angelina Prairie Harwich MA 02645 US;Hypertension
fe747960-d7b4-4ab6-ad79-4f00a18095c7;1970-10-06;54;999-47-1072;S99964428;false;Mrs.;;Frami871;M;F;500 Ibrahim Landing Suite 653 Falmouth MA 02540 US;Chronic sinusitis (disorder)
34a0174d-3e15-4ec6-8f65-8f5a7dc83db4;1974-05-05;50;999-59-7465;S99949620;false;Mrs.;;Stokes935;M;F;38756 Yasmeen Trail Harwich MA 02645 US;Chronic sinusitis (disorder)
b20ad6e7-09e0-444a-9bdb-406d0c13ff1f;2008-05-12;16;999-65-8212;;;;;;;F;726 Williamson Harbor Provincetown MA 02657 US;Otitis media
3e57a4d0-b39a-449b-9589-05791c33dffe;1991-04-16;33;999-93-1469;S99959039;X92841416X;Ms.;;;;F;2407 Lazaro Locks Harwich MA 02645 US;Sprain of ankle
07a8153b-b707-49eb-80af-3f535f7a0648;2005-08-17;19;999-49-8717;;;;;;;F;78274 Wintheiser Ways Suite 736 Falmouth MA 02541 US;Streptococcal sore throat (disorder)
74afd321-8468-464f-a2da-28c0121beb9f;1941-05-06;74;999-35-4771;S99992641;X44978844X;Mrs.;;Hane728;M;F;64794 Parker Flat Provincetown MA 02657 US;Prediabetes
eb364cc4-a1c1-4f15-a8b9-f393b4be5c3d;1943-10-31;71;999-42-6537;S99972942;X95496830X;Mrs.;;Toy38;M;F;60383 Ebert Trafficway Falmouth MA 02541 US;Prediabetes
d256d1d9-df99-48e6-8633-669cb353661c;1954-12-21;70;999-77-6428;S99974380;X16240615X;Ms.;;;S;F;74855 Little Rapid Bourne MA 02532 US;Hypertension
1dfff595-4602-44b6-ad0a-3c10e8aa3ad8;2003-01-27;21;999-69-3360;;;;;;;M;281 Kessler Road Suite 606 Barnstable MA 02630 US;Injury of anterior cruciate ligament
0499e5af-ccf6-4bba-81c4-4598ba11ba27;1961-01-17;33;999-99-3980;S99945548;X99225913X;Mrs.;;Keebler235;M;F;871 Weber Radial Apt. 195 Bourne MA 02559 US;Coronary Heart Disease
88763bf2-40c3-417e-af46-02e87d34a310;1934-09-02;90;999-84-5973;S99961377;false;Mr.;;;S;M;14461 Carroll Walks Suite 583 Mashpee MA 02649 US;Chronic sinusitis (disorder)
5094f33a-103f-48de-bb62-7c7382d4273b;1969-07-21;55;999-83-9710;S99951955;false;Mr.;;;M;M;98134 Rohan Springs Bourne MA 02559 US;Hypertension
46e1c1f1-7bf2-448b-8b84-2c8f61d9dc53;1962-03-16;51;999-88-4954;S99935804;X92579884X;Mr.;;;M;M;97927 Reynolds Islands Apt. 408 Harwich MA 02645 US;Chronic obstructive bronchitis (disorder)
bdf4ff3c-80f1-406c-9b9c-18ee43b86e14;1955-08-02;69;999-36-5757;S99989697;false;Mr.;;;M;M;467 Zelda Square Apt. 935 Falmouth MA 02541 US;Prediabetes
3df0c90b-c24b-42a8-a7e7-69c2d207b5bc;1942-06-16;82;999-33-8176;S99955942;false;Mr.;;;S;M;301 Schaefer Corner Provincetown MA 02657 US;Fracture of forearm
ad40dc31-a66e-432a-862f-1a259715abde;1951-01-15;73;999-32-8711;S99921044;false;Ms.;;;S;F;5442 Armando Mill Suite 920 Provincetown MA 02657 US;Hypertension
e7fcc738-3926-4d8d-b0b8-67b67732282b;1959-11-13;65;999-72-5127;S99948096;false;Mr.;;;M;M;263 Marcelle Isle Suite 597 Harwich MA 02645 US;Prediabetes
deed2714-27fe-4c2c-b65d-9ab2be292a5d;1966-03-20;58;999-66-6595;S99943047;X61896776X;Mrs.;;Jones74;M;F;31651 Daniella Knolls Falmouth MA 02543 US;Asthma
53d69ab3-dac6-439e-8287-1fd63689e96e;1960-12-28;54;999-19-3274;S99981142;X15004354X;Mrs.;;Schimmel523;M;F;914 Chanelle Ports Suite 996 Bourne MA 02559 US;Hypertension
ab407204-ed59-48bc-a083-544b3fb0b5cf;1948-10-09;31;999-25-5888;S99979508;false;Mr.;;;M;M;35414 Rice Mountains Barnstable MA 02630 US;Pulmonary emphysema (disorder)
bc92d6ea-1339-4b57-9569-40cf8529de27;1990-09-21;34;999-28-7061;S99949718;false;Mr.;;;;M;567 Kailey Fields Falmouth MA 02540 US;Sprain of ankle
68d8524a-a214-47fb-94ae-2d95f9c65a20;1952-03-03;59;999-19-6313;S99931876;false;Mr.;;;M;M;752 Bartell Estates Suite 313 Harwich MA 02645 US;Polyp of colon
d737aecd-e36c-43a3-9c64-1872a8970f7a;1956-04-23;68;999-40-3420;S99976793;X53480171X;Mr.;;;M;M;6863 Mac Views Falmouth MA 02543 US;Cardiac Arrest
6d263af6-30d2-42b8-8c84-d2a4a663f3fb;1938-11-21;86;999-40-2759;S99989795;false;Ms.;;;S;F;6331 McKenzie Valley Apt. 846 Falmouth MA 02541 US;Prediabetes
cc30518d-146e-4ee8-8c05-2b7ee061ade4;1989-10-22;35;999-16-9796;S99961599;false;Mr.;;;M;M;44274 Smitham Vista Apt. 191 Barnstable MA 02630 US;Otitis media
8676d6c6-e74c-4efa-a759-0ef6aa1ab084;1983-06-14;41;999-34-6454;S99971575;X98962253X;Mr.;JD;;S;M;7939 Boyer Keys Apt. 660 Barnstable MA 02630 US;Otitis media
5c5dd804-f772-4366-8b3d-fb20a3f5d27b;1995-09-17;29;999-75-8930;S99984273;X57476673X;Ms.;;;;F;658 Shanna Isle Suite 777 Falmouth MA 02543 US;Chronic sinusitis (disorder)
36307463-ae34-4445-8f93-0de812e4c00d;1962-11-23;62;999-15-2104;S99913398;false;Mrs.;;Dooley862;M;F;35305 Hayley Stravenue Apt. 884 Harwich MA 02645 US;Prediabetes
3413a7a6-9f01-41fb-a115-18cce0a7daed;1944-02-15;80;999-26-1744;S99912032;false;Mrs.;;Stark492;M;F;63902 Kozey Common Suite 132 Falmouth MA 02541 US;Osteoarthritis of knee
bdd7cf46-06e4-40d2-81f0-f69185c2085e;1960-07-10;64;999-75-7385;S99923782;false;Mrs.;;Hyatt507;M;F;719 Bo Prairie Apt. 601 Bourne MA 02559 US;Cardiac Arrest
d378086f-3fc2-4c86-a12c-10fcd7b5d16f;1941-04-20;83;999-75-1987;S99965494;X36347819X;Mrs.;;Cormier933;M;F;1319 Elise Wall Provincetown MA 02657 US;Appendicitis
6081e148-429c-4e38-86f8-c335b88fdc28;1969-03-18;55;999-19-6135;S99915171;false;Mrs.;;Hettinger748;M;F;533 Hudson Run Apt. 363 Provincetown MA 02657 US;Hypertension
469294d9-5cf5-47b7-b0d6-1ba40b372905;1961-12-14;63;999-80-3589;S99995359;X97686093X;Mr.;;;S;M;36991 Armstrong Crescent Apt. 773 Harwich MA 02645 US;Prediabetes
39adf5ca-d4ee-4caa-bc8e-d8f776a380c0;1994-12-20;30;999-74-1688;S99957123;false;Mr.;;;;M;3736 Lola Light Apt. 973 Harwich MA 02645 US;Laceration of foot
c47000cb-f90a-4a0d-80a1-23fbbe0e6b54;1959-01-25;65;999-58-7940;S99924130;X21559829X;Mrs.;;Kassulke631;M;F;798 Harris Bypass Barnstable MA 02630 US;Hypertension
8cf3b1e6-0f0b-4c35-9959-f9e51f38a61e;1990-06-04;34;999-20-8260;S99989588;X53738276X;Ms.;;;;F;9516 Barton Way Apt. 974 Falmouth MA 02540 US;Normal pregnancy
7afccc4f-75eb-409c-a7ab-e75db9b92df9;1992-02-28;32;999-70-4273;S99999587;X28227316X;Mr.;;;;M;69637 Meggie Harbor Suite 517 Harwich MA 02645 US;Acute viral pharyngitis (disorder)
9db9e0c2-2e48-442f-ad70-e34f9b8b996d;2009-08-10;15;999-50-2549;;;;;;;M;66508 Beaulah Vista Apt. 614 Bourne MA 02532 US;Otitis media
22a9cf54-02ee-4274-875c-0225e5b6f448;1960-05-11;64;999-98-2629;S99946767;X12392151X;Mr.;;;M;M;868 Feeney Tunnel Apt. 355 Falmouth MA 02543 US;Chronic sinusitis (disorder)
c6c1e41b-805b-4de2-bcd9-73ef585bdaf0;1951-09-17;73;999-19-7104;S99951804;X62577980X;Mr.;;;M;M;20037 Flossie Village Suite 659 Harwich MA 02645 US;Polyp of colon
2a5bfc8d-04e5-4ed5-bcaf-9a5fc507c174;1950-09-03;42;999-61-7089;S99963971;false;Mr.;;;M;M;8809 Pouros Shoal Harwich MA 02645 US;Prediabetes
e8b55161-3f44-419b-aa21-8d3aac18b10a;1946-10-08;31;999-96-7183;S99991283;false;Mr.;;;S;M;42135 Darrick Harbor Provincetown MA 02657 US;Pulmonary emphysema (disorder)
6546433b-3066-4d3b-9fce-2951b90e7cb2;1979-06-10;45;999-71-7506;S99991497;false;Ms.;;;S;F;72488 Moses Forest Harwich MA 02645 US;Hypertension
e9e201b4-a5d1-45ce-aeed-2fb0393021d2;1947-07-08;77;999-57-8964;S99971646;X62634355X;Mrs.;;Von395;M;F;41839 Branson Alley Falmouth MA 02543 US;Protracted diarrhea
3fa61d79-7fca-4779-a007-db925963d329;1948-11-13;64;999-80-5280;S99933159;false;Mr.;;;S;M;424 Dibbert Terrace Barnstable MA 02630 US;Prediabetes
fce67b63-b671-45c3-928c-9bea9e7b6f8a;1957-03-23;67;999-59-7188;S99924869;X92430023X;Mr.;;;M;M;18602 Yost Hills Harwich MA 02645 US;Hypertension
0eeadca8-963c-493a-9931-45b3f4467a97;1981-12-31;43;999-13-5932;S99959187;false;Mrs.;;Wehner221;M;F;89335 Yundt Alley Bourne MA 02532 US;Impacted molars
43848e47-9a17-43e6-8dea-4a9bc92ab1ec;1980-10-10;44;999-61-6211;S99963344;X47574803X;Mr.;;;M;M;61691 Brakus View Bourne MA 02532 US;Hypertension
cdbc9f68-47fe-42ba-adb5-9839382d904f;1975-11-29;49;999-39-6214;S99940298;X45241335X;Mrs.;;Cruickshank782;M;F;20198 Eliane Rue Harwich MA 02645 US;Viral sinusitis (disorder)
925d1562-525d-41e3-9b08-05524c8b9816;1990-10-04;34;999-30-1166;S99922609;false;Ms.;;;;F;46312 Kiera Tunnel Barnstable MA 02630 US;Hypertension
d51dbade-f9d3-4597-8937-c376433ce09d;1953-08-17;71;999-11-1730;S99950688;false;Ms.;;;S;F;3828 Parisian Wells Suite 535 Harwich MA 02645 US;Prediabetes
3a8c5479-6da3-42e1-af06-700c980ac573;1970-09-05;54;999-19-8716;S99949124;X58027974X;Mr.;;;M;M;141 Lebsack Ranch Provincetown MA 02657 US;Chronic sinusitis (disorder)
ea4af36e-f2c2-4d3b-afad-bebc331a0f5c;1962-07-07;62;999-48-9511;S99995163;false;Ms.;;;S;F;443 Schoen Circles Suite 507 Barnstable MA 02630 US;Acute bronchitis (disorder)
408e3ee8-d960-4921-979c-606dff407769;1956-09-20;68;999-87-2043;S99970702;X97489357X;Mr.;;;M;M;3348 Harris Trafficway Falmouth MA 02543 US;Chronic sinusitis (disorder)
b8e941c3-3f19-4066-8890-0ec42dee2747;1958-02-10;66;999-97-3027;S99940381;false;Mrs.;;Langosh323;M;F;92389 Morton Orchard Apt. 781 Bourne MA 02559 US;Hypertension
62b5180d-7cef-425b-87f0-08478b901153;1948-11-11;76;999-84-9569;S99999790;false;Mr.;;;M;M;36223 Crooks Skyway Apt. 253 Barnstable MA 02630 US;Brain damage - traumatic
a3205ac0-8126-4977-83f1-37cc86d287e4;1946-06-21;78;999-45-6377;S99920093;X96849530X;Mr.;;;M;M;83066 Jaquan Squares Suite 256 Provincetown MA 02657 US;Chronic sinusitis (disorder)
42c4556a-7d07-4125-8f7a-5b6491545ab6;1950-08-16;74;999-93-3721;S99998427;false;Mr.;;;M;M;18979 Evan Plains Harwich MA 02645 US;Chronic sinusitis (disorder)
033b75ad-5aac-4553-9eea-96f5c0f7797e;1947-04-06;77;999-88-5872;S99937641;X51604655X;Mr.;;;M;M;48998 Maxie Bridge Apt. 652 Harwich MA 02645 US;Hypertension
595afcb3-293e-4787-b311-28f1d3ed70b0;1952-12-12;58;999-24-5676;S99935028;false;Mr.;;;S;M;66338 Parker Fort Suite 714 Falmouth MA 02540 US;Pulmonary emphysema (disorder)
643c7d06-9ea7-4201-b6f8-74598f9df2b6;1976-11-08;48;999-39-1107;S99999463;false;Mr.;;;M;M;573 Velva Courts Provincetown MA 02657 US;Prediabetes
13a984fb-f38c-4706-a156-21147c12f7b9;1956-12-24;68;999-86-8238;S99927633;false;Mr.;;;M;M;2992 Albin Expressway Falmouth MA 02540 US;Prediabetes
0ff738c4-145f-4d69-907a-93bf9067e706;2011-11-30;13;999-54-7214;;;;;;;M;26560 Braun Expressway Provincetown MA 02657 US;Streptococcal sore throat (disorder)
34a4d42a-1551-4048-9b22-6583f3c3d69f;1988-10-29;36;999-40-9982;S99917923;X47037525X;Mrs.;;Spinka682;M;F;121 Kiara Views Apt. 989 Harwich MA 02645 US;Prediabetes
94233182-3f8a-45ad-86af-49419a50cf48;1988-10-05;36;999-81-2417;S99924897;false;Mrs.;;Halvorson187;M;F;50651 Hayes Islands Harwich MA 02645 US;Normal pregnancy
99390bd2-fa04-4ac7-aba0-77875a01e240;1984-04-30;40;999-82-6230;S99962826;false;Mr.;;;M;M;19422 Abshire Field Suite 406 Harwich MA 02645 US;Sprain of wrist
0fc87d52-78c8-45cb-a2e6-470429e08306;1924-08-29;90;999-65-4762;S99928672;false;Mrs.;;McLaughlin892;M;F;14004 Simonis Divide Suite 591 Barnstable MA 02630 US;Osteoporosis (disorder)
9f947415-cc63-45b9-9448-d816248adcd6;1964-11-30;51;999-33-5057;S99992976;X89435850X;Mr.;;;M;M;47940 Windler Ports Apt. 355 Falmouth MA 02543 US;Acute viral pharyngitis (disorder)
cfbab5bc-ea1f-4202-bbd0-972fab92eea7;2012-07-12;12;999-70-5226;;;;;;;M;7377 Jamie Stream Suite 602 Harwich MA 02645 US;Otitis media
0259aa6f-d531-43f1-baef-e800a8c1a82f;1970-10-05;54;999-36-1813;S99957090;X70831933X;Mr.;;;S;M;110 Ruthie Road Apt. 723 Bourne MA 02532 US;Hypertension
cf0bd1b5-3c23-4d5f-87c6-972b9009aa6f;1941-02-11;83;999-54-7507;S99923454;false;Mrs.;;Kuhn706;M;F;28563 Monahan Ramp Falmouth MA 02540 US;Chronic sinusitis (disorder)
e69af990-b98d-4e42-8402-d376af12ed06;1930-08-08;60;999-18-8223;S99989748;X49850938X;Mrs.;;Schmeler79;M;F;58900 Daphnee Cove Apt. 382 Mashpee MA 02649 US;Prediabetes
dc87c463-7d3f-4b6f-986b-e2bf5d5de1d4;1939-02-02;85;999-39-4681;S99968504;false;Ms.;;;S;F;5945 Ashly Via Barnstable MA 02630 US;Hypertension
74803d50-d7de-4388-a5d1-04baef121f40;1940-04-25;75;999-58-5851;S99959332;X91631478X;Mrs.;;Schaden136;M;F;83246 Pfeffer Courts Apt. 320 Harwich MA 02645 US;Prediabetes
2a158ebe-d54d-4dd2-8489-cc355464f444;2005-03-25;19;999-65-8377;;;;;;;M;4129 Ransom Shoal Bourne MA 02559 US;Viral sinusitis (disorder)
0b4604ca-d26d-4761-8fbc-dad118534b2a;1968-08-03;26;999-97-7479;S99919080;false;Ms.;;;;F;1929 Stoltenberg Greens Provincetown MA 02657 US;Coronary Heart Disease
566f7a04-8874-4b19-ae0b-9cc70e41dabf;1959-08-24;65;999-84-7567;S99957799;false;Mrs.;;Stehr203;M;F;3243 Pagac Turnpike Harwich MA 02645 US;Acute bronchitis (disorder)
62ad402a-a7cc-476c-a677-b5204d9d0177;1952-11-09;62;999-22-2856;S99966416;X98421566X;Mrs.;;Dooley862;M;F;494 Ledner Mall Barnstable MA 02630 US;Stroke
7745fa41-eaaa-48d5-ba72-58e16b46d35f;1948-05-27;41;999-99-4827;S99976908;false;Mr.;;;M;M;21917 Virgie Bypass Apt. 318 Harwich MA 02645 US;Chronic sinusitis (disorder)
da49ed8c-ce5e-49c9-bcdf-6abda07e4124;1953-03-01;71;999-39-7440;S99965120;X86447060X;Mr.;;;M;M;4291 Pfannerstill Prairie Suite 800 Falmouth MA 02540 US;Chronic sinusitis (disorder)
af678118-247f-4e83-a817-74b7a2e8cd09;1965-07-14;59;999-89-1986;S99980534;false;Mrs.;;Marvin851;M;F;90298 Lorena Dale Harwich MA 02645 US;Hypertension
1b014d53-2d07-4671-84ec-0bed041be448;1953-11-11;71;999-92-1461;S99946024;X15033751X;Mrs.;;Schulist336;M;F;5670 Herman Green Harwich MA 02645 US;Brain damage - traumatic
3c1f0a84-bde4-40ea-8df9-cc73f2a60817;1965-04-22;59;999-54-2492;S99911527;X31463087X;Mr.;;;S;M;24043 Harvey Green Suite 554 Falmouth MA 02543 US;Hypertension
beef6d14-2f92-496d-b8d4-5208e1a60b0f;1963-04-20;61;999-47-1467;S99980851;false;Mr.;;;M;M;5445 Tod Mountains Mashpee MA 02649 US;Hypertension
8a623c1c-b1e4-442c-812c-477bbcc25d3c;1963-10-25;61;999-87-5940;S99970564;X44128505X;Mr.;;;M;M;99622 Jammie Terrace Apt. 264 Bourne MA 02559 US;Viral sinusitis (disorder)
e969a36e-ab58-4703-a8c5-7d16c678a68d;1948-11-17;68;999-43-1890;S99951538;false;Mr.;;;M;M;52741 Fahey Estate Suite 148 Harwich MA 02645 US;Chronic sinusitis (disorder)
936f1114-4a5d-4608-a72d-ef42821dcef0;1940-02-01;64;999-93-5548;S99961331;false;Mrs.;;Raynor678;M;F;734 Hermann Forest Suite 956 Harwich MA 02645 US;Pulmonary emphysema (disorder)
ddf412f9-5532-4de7-956e-675aa2622da6;1993-08-29;31;999-71-2655;S99963121;X41007275X;Ms.;;;;F;7309 Leonor Valley Apt. 978 Falmouth MA 02541 US;Viral sinusitis (disorder)
c62ed268-1588-482e-8fc5-7adc2b10a44c;1968-10-08;56;999-62-2032;S99946910;X92434684X;Mrs.;;Langworth348;M;F;670 Vesta Points Provincetown MA 02657 US;Hypertension
59fdd597-b8ab-412b-953c-97b349484da1;1934-08-05;90;999-74-1219;S99959700;X55434750X;Ms.;;;S;F;4151 Kellen Mall Falmouth MA 02540 US;Osteoarthritis of knee
9716bc6d-88c7-45b3-b2dd-a2d5d8c3a3ae;1956-07-30;68;999-42-2659;S99933903;X22827200X;Mr.;;;M;M;4146 Vickie Meadows Bourne MA 02559 US;Chronic sinusitis (disorder)
cba5eae3-f342-4467-b035-3f8a0720fe89;1942-12-13;82;999-27-6918;S99977657;false;Mrs.;;Stehr203;M;F;65634 Catharine River Apt. 172 Bourne MA 02532 US;Hypertension
0df106d0-29a1-42de-b609-ebdcef5e0bb3;1990-06-18;34;999-70-6699;S99917170;false;Ms.;;;;F;68287 Gregorio Vista Apt. 134 Harwich MA 02645 US;Normal pregnancy
52eee07d-e906-43a1-b36f-e812d9042ee5;1957-09-08;67;999-73-3050;S99924456;false;Ms.;;;S;F;9793 Stella View Falmouth MA 02541 US;Hypertension
de31b10f-6a12-49f1-90d2-007b8e072c17;1946-05-02;78;999-42-2100;S99994294;false;Mrs.;;Borer438;M;F;5056 Jannie Plaza Suite 946 Falmouth MA 02540 US;Prediabetes
d125ce46-beda-4d81-b9fa-05d5124c78d4;1992-04-20;32;999-41-1225;S99937951;false;Mr.;;;;M;878 Eden Prairie Apt. 287 Bourne MA 02559 US;Hypertension
9c3cf381-a2c2-4bb7-a099-7243c3992c1e;1948-01-18;76;999-47-7248;S99999604;false;Mr.;;;M;M;50873 Leif Estate Harwich MA 02645 US;Hypertension
78524b27-6906-49a0-8660-626c3a208db1;1949-02-18;54;999-31-3743;S99998541;X34822045X;Mr.;;;M;M;5303 Broderick Turnpike Harwich MA 02645 US;Prediabetes
a051a908-64c4-4bd7-8256-926a137d0126;1969-12-08;55;999-14-2102;S99934145;X12714757X;Ms.;;;S;F;672 Dolores View Harwich MA 02645 US;Prediabetes
0e36e91e-065b-4081-afee-c6949098c17f;1969-03-05;55;999-77-9890;S99948672;X15099566X;Mr.;;;M;M;76181 Larson Trail Suite 718 Provincetown MA 02657 US;Hypertension
f8f7a9e6-9a96-4095-866f-2821471067b8;1948-09-12;76;999-94-9741;S99931397;false;Mr.;;;M;M;3146 Weissnat Plaza Apt. 700 Harwich MA 02645 US;Prediabetes
41b44529-304c-4271-b48f-b393e1edd923;1953-04-25;71;999-16-6621;S99928289;X16638970X;Ms.;;;S;F;18810 Moen Oval Provincetown MA 02657 US;Chronic obstructive bronchitis (disorder)
04be9822-6f0a-4db8-b2ae-f9a1b0f63f26;1954-10-28;70;999-19-4376;S99954772;X42584496X;Mr.;;;S;M;535 Bernardo Hill Suite 707 Provincetown MA 02657 US;Hypertension
bcca1cc8-a0f1-42ac-adc9-661e6dcff99b;2009-08-02;15;999-78-2549;;;;;;;F;76518 Isaac Burg Suite 279 Provincetown MA 02657 US;Otitis media
982d6932-a35c-4638-9f65-bb887baa2f15;1953-10-29;62;999-45-5035;S99916295;false;Mr.;;;S;M;121 Schulist Walk Suite 277 Provincetown MA 02657 US;Chronic sinusitis (disorder)
2c231abf-455f-4985-a4c0-35a3b960311c;1997-12-09;27;999-40-3674;S99975126;;Ms.;;;;F;48779 Walsh Corners Provincetown MA 02657 US;Acute bronchitis (disorder)
de6271ad-2fe3-46ff-913d-e3e0c6a5b68f;1962-09-09;62;999-52-7486;S99913203;false;Mrs.;;Raynor678;M;F;69094 Orn Plains Provincetown MA 02657 US;Chronic sinusitis (disorder)
a4740120-bc9c-4e4d-a794-5a74d0bada6c;1927-03-22;73;999-64-4527;S99981185;false;Mr.;;;M;M;24065 Upton Mill Falmouth MA 02540 US;Pulmonary emphysema (disorder)
14990f0c-294a-4db4-b893-a05b00272412;1959-09-01;65;999-51-4528;S99983184;false;Mrs.;;Schimmel523;M;F;682 Kellie Stream Apt. 734 Bourne MA 02559 US;Coronary Heart Disease
f2a2d9e8-afbe-459f-ab45-4eb2af2c2f0a;1993-11-26;31;999-46-4516;S99920435;false;Mr.;;;;M;2481 Labadie Junctions Suite 602 Provincetown MA 02657 US;Viral sinusitis (disorder)
a31b5bd5-a5ce-49d3-aff0-1d6f1ba95624;1969-08-25;55;999-14-5095;S99930639;X85950978X;Mr.;;;M;M;14117 Caleb Springs Suite 204 Provincetown MA 02657 US;Chronic obstructive bronchitis (disorder)
